Date,close,high,low,open,volume,symbol,country,region,industry,sector,currency
2000-04-07,47.65899658203125,48.80334891611955,46.61561258539695,48.80334891611955,764290,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-04-10,48.231178283691406,48.70238103162875,47.12048022272508,47.793629940192574,566650,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-04-11,48.93798828125,49.98137252288661,48.3994715240548,48.80336037588255,805860,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-04-12,49.13992691040039,50.11599189748156,47.49071223961512,49.61112963470347,671060,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-04-13,46.750247955322266,48.736042793825035,46.44733262294091,48.26483488867903,725850,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-04-14,46.178077697753906,48.36581466358367,45.437613905695116,47.65901041759715,1138010,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-04-17,47.79362869262695,47.79362869262695,44.15861928604279,44.32690671101683,1044030,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-04-18,48.93798828125,49.139935275026566,46.548309578762705,47.79363567845049,875620,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-04-19,48.46678161621094,49.779421564026656,47.8609458188633,49.207245308202495,875600,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-04-20,47.322425842285156,49.27455585867254,47.32242584228515,47.62534115221433,534410,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-04-21,47.322425842285156,47.32242584228515,47.32242584228515,47.32242584228515,0,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-04-24,47.322425842285156,47.32242584228515,47.32242584228515,47.32242584228515,0,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-04-25,49.57748031616211,49.88039565060336,47.356084077842816,48.39946824887386,563790,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-04-26,50.149658203125,50.587206583720125,49.712109822529875,50.04868470979917,2003600,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-04-27,49.207237243652344,51.49594702757844,48.53408760930492,50.41890863976738,2195120,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-04-28,50.216949462890625,51.42862056385623,48.90431004994696,50.41889635829252,1017860,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-05-01,50.216949462890625,50.216949462890625,50.216949462890625,50.216949462890625,0,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-05-02,49.71210479736328,50.721829357102784,48.80335372074267,50.216967077233036,917460,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-05-03,50.82280349731445,51.02475046616322,48.87066829610047,49.880392868894795,798770,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-05-04,51.765201568603516,52.16909027260154,50.149641616887926,51.159365944744735,942460,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-05-05,53.4144172668457,53.515390729328786,50.82279245363929,51.32765463033107,1096020,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-05-08,52.64031219482422,52.909573141402106,50.890123745656034,52.40471079246559,421960,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-05-09,52.64031219482422,52.64031219482422,52.64031219482422,52.64031219482422,0,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-05-10,52.64031219482422,52.64031219482422,52.64031219482422,52.64031219482422,0,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-05-11,53.313453674316406,53.48174109770216,49.98136474556836,50.25062565013047,811740,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-05-12,51.630584716796875,53.111517275368726,51.159381937452494,52.84225634328975,529430,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-05-15,53.24613571166992,53.85197141725892,51.159372846395975,51.69789461485824,949780,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-05-16,52.06813049316406,54.188553165932476,51.29400727793434,53.65003132862705,1126850,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-05-17,51.15937423706055,52.77493445063891,51.15937423706055,51.46228953022709,455700,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-05-18,52.64031219482422,52.909573141402106,50.6545223432974,50.6545223432974,548400,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-05-19,52.50568389892578,53.31346159692681,51.49595920856183,52.774944843501245,1325770,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-05-22,52.000831604003906,53.85199389411408,51.69791619264006,52.90958297382181,812210,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-05-23,51.83253479003906,53.111520441873424,51.32767243818803,52.30373759747652,842610,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-05-24,53.044212341308594,53.75101663044875,50.957443614837494,51.765226548359664,2454880,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-05-25,51.39497375488281,53.7846570203866,51.226686345642385,52.50567168301449,1010000,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-05-26,51.15937423706055,52.03447085066843,50.14964974553961,51.2940021149736,740930,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-05-29,49.84674072265625,52.135445749423255,49.40919236081256,51.26035416146087,2109170,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-05-30,49.84674072265625,49.84674072265624,49.84674072265624,49.84674072265624,0,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-05-31,49.71210479736328,50.890116783726036,49.20724251749353,50.890116783726036,1358610,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-06-01,51.765201568603516,52.57297897659956,50.35158853674869,50.41890246479444,454630,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-06-02,51.9671516418457,53.07784960679657,51.32766151982289,51.66423634946107,680240,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-06-05,52.50568389892578,52.50568389892578,50.62086242262292,51.96716200977487,436230,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-06-06,52.03447723388672,53.044201849273456,51.66424282062159,51.83253025651938,819830,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-06-07,52.572994232177734,53.01054259502773,51.52961520539314,52.505680284598895,705160,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-06-08,52.1017951965332,53.010546393272804,51.02475655092607,53.010546393272804,782520,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-06-09,51.56327819824219,52.16911409879269,50.92378788616023,51.39499073340737,512620,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-06-12,51.56327819824219,51.56327819824219,51.56327819824219,51.56327819824219,0,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-06-13,53.27980422973633,53.78466654688028,51.09206752211256,51.56327029715688,1153470,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-06-14,55.6021614074707,56.948460740027976,52.97687668183913,53.5153984691518,1929790,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-06-15,55.764400482177734,56.71070649144769,55.663009631728656,56.20375739615516,1236890,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-06-16,55.426414489746094,56.710686100776755,55.426414489746094,56.643093943764825,2372580,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-06-19,55.426414489746094,55.426414489746094,55.426414489746094,55.426414489746094,0,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-06-20,55.93336486816406,56.81207840319363,54.8180761989192,55.02085783221869,899560,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-06-21,55.426414489746094,56.44031231577803,54.81807476273672,56.30512800175418,791570,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-06-22,54.68289566040039,55.39262111209427,54.68289566040039,54.95326947116775,602510,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-06-23,56.643104553222656,56.71069672289484,51.607407979889274,54.95327452665816,881750,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-06-26,57.38661575317383,57.79217383642524,55.8657690732679,56.57549442972017,888480,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-06-27,58.4681396484375,60.15797027411488,57.08247647260052,57.08247647260052,1276360,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-06-28,59.752384185791016,60.157942316082185,58.19773866989821,58.19773866989821,1517790,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-06-29,59.81998825073242,61.30703674333689,58.94127449613278,59.279240531447655,1903640,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-06-30,61.3070182800293,61.3070182800293,59.21163052351749,60.05654535734894,1379400,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-07-03,57.150062561035156,60.90148271660102,56.372739595014295,60.90148271660102,1180439,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-07-04,55.08844757080078,57.11624318690388,54.24353273075783,57.11624318690388,1583393,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-07-05,59.042659759521484,59.34683225673685,55.59540755641101,55.967172222912474,1404804,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-07-06,58.73851013183594,59.279252806137436,57.25145617436142,59.11026975348943,859049,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-07-07,60.766292572021484,60.766292572021484,57.1500571212943,58.13015653497517,680022,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-07-10,59.31303024291992,60.49591118793542,58.26533362883982,59.177845911984534,722211,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-07-11,57.251434326171875,60.15794378532198,55.831978257009645,60.15794378532198,822821,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-07-12,57.42042541503906,58.670903829405674,56.37273383480641,56.37273383480641,755551,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-07-13,57.319026947021484,58.53570126784649,56.64309504980166,56.77827936646517,575044,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-07-14,57.319026947021484,57.31902694702148,57.31902694702148,57.31902694702148,0,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-07-17,57.38661575317383,58.90746243307975,56.102344192085326,58.90746243307975,950194,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-07-18,54.58150863647461,56.71069545368411,54.54770997391895,56.71069545368411,1385944,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-07-19,55.865787506103516,56.23754705634933,54.209750814073,54.61531418809028,600923,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-07-20,54.58150863647461,56.77828762184355,54.48011780575951,56.372729455935044,782541,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-07-21,52.72270202636719,55.42643033541166,52.38473598773663,54.581515238835266,1030045,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-07-24,54.750492095947266,55.08845809653953,52.553713092097524,52.72269609239366,963239,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-07-25,56.74449920654297,57.116263933983156,55.02087540093173,55.696807518493664,1326361,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-07-26,58.366737365722656,58.46812821482679,56.136164470195745,57.45423003769107,1076795,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-07-27,57.994964599609375,58.63709790291249,56.50791118398125,58.468114911837816,1264860,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-07-28,56.406524658203125,58.670901036794056,55.39262663445865,58.670901036794056,651730,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-07-31,59.583404541015625,59.81997970053134,55.79818651790907,56.23753817545895,767119,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-08-01,58.87367248535156,59.48201227868295,58.26533269202017,58.299131352686416,621782,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-08-02,59.98896789550781,60.09035873179206,57.961171797631486,58.8736790102854,622996,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-08-03,58.9412727355957,60.49591851438885,58.83988705359152,59.78618779864583,1223851,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-08-04,58.29912567138672,59.482006482110506,57.79217675250509,59.00885622060142,504763,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-08-07,59.921363830566406,60.46210625517002,57.89356813516281,57.89356813516281,598968,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-08-08,59.752384185791016,60.664891268184,59.65099336398037,60.49590828415006,467087,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-08-09,59.41442108154297,60.69869285349405,59.07645509718487,60.29312954670301,665436,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-08-10,57.4542121887207,59.81997386707979,56.913464599458145,59.4820079130285,897818,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-08-11,56.913475036621094,58.67090244553727,56.1361573253145,58.67090244553727,653846,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-08-14,57.150062561035156,58.096363399370674,56.44033177533071,58.096363399370674,490451,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-08-15,56.23754119873047,57.85977905497215,56.13615552273885,57.45422088014973,308181,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-08-16,57.85978317260742,57.85978317260742,56.7107007360099,57.319040620012494,678706,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-08-17,57.18385314941406,58.434326470677085,56.1023628487799,58.265343450048235,590358,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-08-18,55.35884094238281,57.11626340023012,54.851891858948825,56.77829734460745,862536,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-08-21,55.35884094238281,56.03477305362814,54.41253495524881,55.2236514259621,698160,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-08-22,55.46022033691406,56.541710460168616,54.95327135817427,55.967169315653855,1133262,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-08-23,55.899559020996094,56.33891573200475,55.18983370962872,56.03474847812595,695138,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-08-24,54.209747314453125,56.33893426277981,54.20974731445312,56.102359081177326,943531,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-08-25,55.798187255859375,56.98106822603366,54.20974297034962,54.20974297034962,690074,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-08-28,56.50791549682617,56.879680168345246,55.96717297828718,55.96717297828718,728874,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-08-29,55.62919998168945,56.77828220155951,54.91946939138941,56.64309787814588,612202,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-08-30,57.04865646362305,57.04865646362305,55.08845281667026,55.79818341267173,965498,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-08-31,55.020870208740234,56.6431081691926,54.9194793692834,56.16995263737816,1329298,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-09-01,55.93336486816406,56.609296769894144,54.91946701556895,54.91946701556895,722284,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-09-04,55.62919998168945,56.50790839778086,55.29123401620399,55.29123401620399,582305,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-09-05,55.35884094238281,56.10236523336213,54.277350595780845,55.39263445377343,852672,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-09-06,54.07455062866211,55.291230080587404,53.87176900102422,54.95326413915827,983242,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-09-07,52.45232009887695,54.75048983958313,52.11435411221286,54.07455786625494,1594614,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-09-08,51.404632568359375,53.80418816314017,51.404632568359375,52.85788229667007,1209811,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-09-11,50.69490432739258,52.24955012288022,50.69490432739258,52.24955012288022,1137321,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-09-12,51.404632568359375,52.48612277706002,50.66110321523509,51.337035240292,1300434,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-09-13,52.62130355834961,53.97316751698134,51.911578074239,53.060660376295274,2557839,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-09-14,52.72270202636719,54.987073453801436,52.72270202636719,53.432432770272364,1619034,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-09-15,53.63519287109375,54.81807364399037,51.708788072338,52.857870188942925,5142926,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-09-18,55.35884094238281,55.4264331221168,53.39863678838082,53.53382114784878,2113856,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-09-19,57.994964599609375,57.994964599609375,55.494013237533196,55.96716870671327,1915087,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-09-20,57.28523254394531,58.40052128858057,56.3051332829652,57.38662336744879,1200536,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-09-21,54.85188293457031,58.02876127776546,54.480118271090234,57.35282927649399,1358271,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-09-22,58.130149841308594,58.13014984130859,53.39862601701603,53.39862601701603,1650557,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
